ticker,company,listing
SWRBY,Swire Pacific Limited,otc
SWSDF,Swiss Life Holding AG,otc
SSREF,Swiss Re AG,otc
SYNSY,Syensqo SA/ADR,sec_only
SYIEF,Symrise AG,otc
SYYYF,Synthomer plc,otc
SYAAF,Syrah Resources Limited,otc
SSMXF,Sysmex Corporation,otc
TNISF,"Técnicas Reunidas, S.A.",otc
TDHOY,"T&D Holdings, Inc.",otc
THYCF,Taiheiyo Cement Corporation,otc
TISCY,Taisei Corporation,otc
TYOYY,TAIYO YUDEN CO LTD /ADR/,sec_only
TNXXF,Talanx AG,otc
TMKVY,Tamarack Valley Energy Ltd./ADR,sec_only
TAVHF,TAV Havalimanlari Holding A.S.,otc
TWODF,Taylor Wimpey plc,otc
TCEYF,TC Energy Corporation,otc
TRPEF,TC Energy Corporation,otc
TNCAF,TC ENERGY CORP,sec_only
TCLXY,TCL Electronics Holdings Limited/ADR,sec_only
TTDKF,TDK Corporation,otc
TMVWY,TeamViewer SE,otc
TCGGY,Tecan Group AG,otc
THNPF,Technip Energies N.V.,otc
TETEF,Technology & Telecommunication Acquisition Corp,sec_only
TINLY,Teijin Limited,otc
TLTZF,Tele2 AB (publ),otc
TIAOF,Telecom Italia S.p.A.,otc
TIAJF,Telecom Italia S.p.A.,otc
TELDY,Telefónica Deutschland Holding AG,otc
TLPFF,Teleperformance SE,otc
TLSNY,Telia Company AB (publ),otc
TLGPY,Telstra Group Limited,otc
TNABY,Tenaga Nasional Berhad,otc
TCEHY,Tencent Holdings Limited,otc
TERRF,Terna S.p.A.,otc
TRUMF,Terumo Corporation,otc
TXWHY,Texwinca Holdings Limited,otc
TBVPF,Thai Beverage Public Company Limited,otc
TOIPY,Thai Oil Public Company Limited,otc
THOPF,Thai Oil Public Company Limited,otc
TUFUF,Thai Union Group Public Company Limited,otc
TUFBY,Thai Union Group Public Co Limited/ADR,sec_only
THLLY,Thales S.A.,otc
THARY,Tharisa plc,sec_only
THGHY,THG Plc,otc
THKLY,"THK Co., Ltd.",otc
THUPY,Thule Group AB (publ),otc
TKAMY,thyssenkrupp AG,otc
TKMSF,TKMS AG & CO. KGAA/ADR,sec_only
THCLY,"Toho Co., Ltd./ADR",sec_only
TEPCY,"Tohoku Electric Power Company, Incorporated",otc
TKCBF,"Tokai Carbon Co., Ltd.",otc
TKOMY,"TOKIO MARINE HOLDINGS, INC.",sec_only
TKYMF,Tokuyama Corporation,otc
TKECY,"Tokyo Electric Power Company Holdings, Incorporated",otc
TOELF,Tokyo Electron Limited,otc
TKGSY,"Tokyo Gas Co.,Ltd.",otc
TKCYY,"Tokyo Ohka Kogyo Co., Ltd./ADR",sec_only
TMRAF,Tomra Systems ASA,otc
TMOAF,TomTom N.V.,otc
TOMYF,Tomy Co Ltd/ADR,sec_only
TGLVY,Top Glove Corporation Bhd.,otc
TPZEY,Topaz Energy Corp./ADR,sec_only
TONPF,TOPPAN Holdings Inc.,otc
TRYIY,"Toray Industries, Inc.",otc
TORO,Toro Corp. Common Stock,exchange
TMTNY,Toromont Industries Ltd./ADR,sec_only
TEICY,TOSEI CORP/ADR,sec_only
TSHTF,Toshiba Tec Corporation,otc
TOSCF,Tosoh Corporation,otc
TOTDY,TOTO LTD.,otc
TRMOY,Tourmaline Oil Corp/ADR,sec_only
TSUKF,"Toyo Suisan Kaisha, Ltd.",otc
TOTTF,Toyo Tire Corporation,otc
TGOSF,"Toyoda Gosei Co., Ltd.",otc
TDBOY,Toyota Boshoku Corporation,otc
TYHOF,Toyota Tsusho Corporation,otc
TNLIY,Trainline plc,otc
TCLAF,Transcontinental Inc.,otc
TRATY,Traton SE,otc
TSYHY,TravelSky Technology Limited,otc
TVPKF,Travis Perkins plc,otc
TSRYY,Treasury Wine Estates Limited,otc
TBABY,Trelleborg AB (publ),otc
TMICF,Trend Micro Incorporated,otc
TGVSF,Tryg A/S,otc
TSGTY,Tsingtao Brewery Company Limited,otc
TTWSF,TTW Public Company Limited,otc
TUWOY,Tullow Oil plc,otc
THDDY,TV Asahi Holdings Corporation,otc
UBSFY,Ubisoft Entertainment SA,otc
UCBJF,UCB SA,otc
UMICY,Umicore SA,otc
UNPSF,Uni-President China Holdings Ltd,otc
UNCHF,Unicharm Corporation,otc
UNCFF,UniCredit S.p.A.,otc
UEPEO,Union Electric Company,otc
UEPEP,Union Electric Company,otc
UEPCP,Union Electric Company,otc
UEPEM,Union Electric Company,otc
UEPEN,Union Electric Company,otc
UEPCO,Union Electric Company,otc
UELMO,UNION ELECTRIC CO,sec_only
UARWF,United Arrows Ltd.,otc
UDIRF,United Internet AG,otc
UOVEF,United Overseas Bank Limited,otc
UNVGY,Universal Music Group N.V./ADR,sec_only
UVRBF,Universal Robina Corporation,otc
UOLGY,UOL Group Limited,otc
UPMMY,UPM-Kymmene Oyj,otc
USSJF,"USS Co., Ltd.",otc
VLEEF,Valeo SE,otc
VLOUF,Vallourec S.A.,otc
ANGPY,Valterra Platinum Limited,otc
VMCAF,Valuence Merger Corp. I,sec_only
VTWRF,Vantage Towers AG,otc
VTON,Vast Solutions Inc,otc
VTTGF,VAT Group AG/ADR,sec_only
SBBTF,Vend Marketplaces ASA/ADR,sec_only
VEMLY,Venture Corporation Limited,otc
VEOEF,Veolia Environnement SA,otc
VWSYF,VESTAS WIND SYSTEMS A/S,sec_only
NENTY,Viaplay Group AB (publ),otc
VVCTY,Vicat S.A.,otc
VTXPY,Victrex plc,otc
VNRGF,Vienna Insurance Group AG,otc
VCISY,Vinci SA,otc
CGPVF,Viridien Société anonyme,otc
BVHMY,Vistry Group PLC,otc
VIVHY,Vivendi SE,otc
VODAF,Vodacom Group Limited,otc
VLPNF,Voestalpine AG,otc
VWAGY,Volkswagen AG,otc
VLKPF,Volkswagen AG,otc
VWAPY,Volkswagen AG,otc
VLVCY,Volvo Car AB (publ.),otc
VLVLY,AB Volvo (publ),otc
VONOY,Vonovia SE,otc
VOSSF,Vossloh AG,otc
VTKLY,Vtech Holdings Limited,otc
WRTBF,Wärtsilä Oyj Abp,otc
WACLF,Wacoal Holdings Corp.,otc
WACMY,"Wacom Co., Ltd.",otc
WILWY,Wallenius Wilhelmsen ASA,otc
WBDSF,Webuild S.p.A.,otc
WEIGF,Weir PLC,otc
WFAFY,Wesfarmers Limited,otc
WJRYY,West Japan Railway Company,otc
WEBNF,WESTPAC BANKING CORP,sec_only
WHGLY,WH Group Limited,otc
WHSMY,WH Smith PLC,otc
WARFY,The Wharf (Holdings) Limited,otc
WTBDY,Whitbread plc,otc
WBRBF,Wienerberger AG,otc
WLMIF,Wilmar International Limited,otc
WINVU,WinVest Acquisition Corp.,otc
WINV,WinVest Acquisition Corp.,sec_only
WQEY,WISeKey International Corp.,sec_only
WIGBY,WiseTech Global Limited,otc
WLWHF,Woolworths Holdings Limited,otc
WCUFF,World Copper Ltd.,sec_only
WRDLY,Worldline SA,otc
WYGPF,Worley Limited,otc
WUXAY,"WuXi AppTec Co., Ltd.",otc
WXIBF,WuXi Biologics (Cayman) Inc.,otc
WYNMY,"Wynn Macau, Limited",otc
XIACF,Xiaomi Corporation,otc
XYIGY,Xinyi Glass Holdings Limited,otc
XISHY,Xinyi Solar Holdings Limited,otc
XTEPY,Xtep International Holdings Limited,otc
XVIPY,Xvivo Perfusion AB (publ),otc
YKLTF,"Yakult Honsha Co.,Ltd.",otc
YMHAY,"Yamaha Motor Co., Ltd.",sec_only
YATRY,"Yamato Holdings Co., Ltd.",otc
YKCLY,Yamato Kogyo Co. Ltd/ADR,sec_only
YGSHY,Yangzijiang Shipbuilding Holdings Ltd/ADR,sec_only
YASKY,YASKAWA Electric Corporation,otc
YITJF,YIT Oyj,otc
YOKEY,Yokogawa Electric Corporation,otc
CCRDF,"Yokohama Financial Group, Inc.",otc
YORUF,"The Yokohama Rubber Company, Limited",otc
YUEIF,Yue Yuen Industrial (Holdings) Limited,otc
ZLDSF,Zalando SE,otc
ZLDPF,Zealand Pharma A/S/ADR,sec_only
ZNKUF,"ZENKOKU HOSHO Co., Ltd./ADR",sec_only
ZSHLY,"Zensho Holdings Co., Ltd./ADR",sec_only
ZEOOF,Zeon Corporation,otc
ZGJLY,"Zhejiang Leapmotor Technology Co., Ltd./ADR",sec_only
ZSICY,"Zhejiang Sanhua Intelligent Controls Co., Ltd./ADR",sec_only
ZZHGY,"ZhongAn Online P & C Insurance Co., Ltd.",otc
ZHSHF,Zhongsheng Group Holdings Limited,otc
ZIJMY,Zijin Mining Group Company Limited,otc
ZLIOY,"Zoomlion Heavy Industry Science and Technology Co., Ltd.",otc
